Song,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence,ratings
Still Waiting to Start,1yERtbTiF9fKGxaelyLJOA,0.639,0.615,183173,0.332,0,7,0.15,-10.161,0.0295,125.894,0.515,1
Game Time (feat. Ninja),229MM2St7SnW43nT8ADlG8,8.05E-05,0.534,156631,0.957,0.758,1,0.266,-4.025,0.0455,95.046,0.52,1
Pink Rupture,3L47u91Y7YIGPpLPBrulh0,0.00178,0.736,348907,0.356,0.704,4,0.0925,-8.676,0.0405,118.002,0.525,1
Never Be Lonely (feat. Envy Monroe),5vckEy9NZ6kirDU4UX4bVl,0.207,0.587,192000,0.85,0,11,0.64,-3.904,0.0654,127.914,0.528,1
Whiskey In The Jar,77gY3WsOnEsq9JOWgBmdLj,5.36E-06,0.511,304893,0.972,0.00101,10,0.19,-3.751,0.0413,132.97,0.532,1
Prelude in F,6CaQoqHFR0naK53v3jNGUT,0.968,0.461,109000,0.272,0.946,8,0.113,-24.315,0.0363,122.731,0.533,1
Flex,43p1IlKF0PBgwkqzS2EdCk,0.017,0.609,155546,0.912,0.0335,0,0.44,-3.823,0.0486,128,0.533,1
All or Nothing (feat. Axel Ehnström) - Deluxe Mix,15bAMg00o4VdWmQrlkbfG3,0.226,0.737,170458,0.816,0.453,4,0.621,-9.22,0.0411,124.014,0.533,1
"Honey, This Mirror Isn't Big Enough for the Two of Us",5gNVTfD1L6QrPgOf0wFo0q,0.000328,0.383,231096,0.946,1.13E-06,1,0.0537,-8.122,0.0789,108.591,0.534,1
Silhouette,4riNlzZh1Xd4xqbIWy7zfM,0.173,0.445,233546,0.469,0.000624,8,0.0998,-5.981,0.0291,178.052,0.535,1
Paperthin Hymn,6VSmHLLvYAAkzrYFT3LloU,0.00111,0.298,197480,0.597,0,5,0.0819,-12.107,0.0343,180.434,0.536,2
The Wall,0Qp1IH1EkRCNabfgzxNMUT,0.00953,0.682,159500,0.91,0.0673,11,0.0732,-2.314,0.0431,122.943,0.536,2
Faces,2G7cxwbFSMneFgTMdnvICw,3.44E-05,0.368,205706,0.967,3.44E-05,2,0.317,-3.464,0.0566,194.982,0.537,2
Are You Gonna Be My Girl,305WCRhhS10XUcH6AEwZk6,0.00148,0.613,213800,0.953,0.000582,2,0.152,-3.435,0.0855,105.046,0.537,2
One Step Closer,61fUybL3XS40gcffnnNPoX,0.0014,0.492,157333,0.969,1.32E-06,9,0.0787,-4.419,0.0491,95.136,0.538,2
Love Is A Losing Game,4IMBnBRqm9RALmLrRqfMor,0.317,0.48,154160,0.561,0.00641,0,0.184,-5.874,0.027,164.791,0.541,2
Pass The Hours,4EVpdoFt3L6sAa4hivmWz9,0.179,0.778,223440,0.639,0.000934,6,0.322,-5.985,0.0292,119.977,0.543,2
"Ma mère l'oye, M.60 - For Piano Duet, M.60: 1. Pavane de la Belle au bois dormant",534nbCFk48DR1UQt2XlxSx,0.995,0.517,82880,0.0145,0.884,0,0.0719,-42.018,0.0615,62.122,0.549,2
The Hardest Button To Button,5vVwPth7ccUHil5wsUG7ky,0.0097,0.692,212426,0.515,0.292,4,0.103,-8.488,0.0678,128.469,0.549,2
Body Rock,3wcaYUOKVSEbmmGB43YGqf,0.00919,0.627,158212,0.944,0.00311,5,0.444,-4.459,0.344,126.078,0.551,2
Coming Undone,261QAU5PAmYYv0KPr0vc49,0.000855,0.696,199773,0.677,0.000247,2,0.0646,-4.178,0.0554,150.125,0.551,2
Such Great Heights,7vcuTZAFyu0Z5dgMRLR0h0,0.808,0.61,251280,0.275,0.913,6,0.403,-10.644,0.028,94.088,0.552,2
The Hell Song,2iyriVrfEXWD7YRfPqub7l,0.000135,0.343,199493,0.956,0.00165,8,0.143,-5.073,0.0739,173.325,0.553,2
A La Plage,79NmiFAgcXUIVDGfCWDdWF,0.994,0.504,141888,0.0584,0.956,5,0.115,-20.461,0.0516,134.209,0.553,2
Emotions in Motion,4UmpEQtTlhBOxDPePaK8qR,0.199,0.651,256906,0.503,0.644,0,0.0781,-10.906,0.0323,133.044,0.558,2
"Steady, As She Goes",2VAlwOewe5c40VHyqozF1V,0.00865,0.534,215266,0.605,0.00826,9,0.0781,-4.366,0.113,123.003,0.56,2
Lift Me Up (feat. Carla Monroe),0vK80mtYypq4dAwQelZ2Dh,0.0426,0.579,177120,0.784,0.0235,5,0.317,-4.686,0.0659,125.122,0.562,2
Winter Scenery,2F4iGuSSSRWpYCeWN4SoRr,0.993,0.79,171283,0.179,0.965,11,0.102,-25.43,0.0853,80.993,0.562,2
Count On You - ATFC's C-thru Remix,7GL2SOvJXs8QVLX0cUADeq,0.00735,0.825,235594,0.925,0.808,4,0.057,-7.502,0.0463,123.025,0.567,2
Kinky Living,4eMoWR7Lughvru6Rn97uPi,0.709,0.526,285000,0.493,0.606,2,0.0993,-9.728,0.0428,154.071,0.574,2
Electronic Memories (feat. Mickey Kojak),2viJufnGlsjR1X51CEHpeg,0.0992,0.602,237346,0.926,0.0449,5,0.241,-1.62,0.0897,100.014,0.574,2
You're My Best Friend - Remastered 2011,4vEXJ6NvEwS8ptynkNswaa,0.158,0.518,170800,0.761,0.00765,0,0.0715,-7.025,0.0452,118.738,0.576,2
The Hummingbird,60Rodg2E5ghUbYBrBFr0TA,2.27E-05,0.478,221000,0.901,0.0801,9,0.326,-4.983,0.0334,94.964,0.577,2
Algo Rhythm,0PqJ7LSknltqqMNqPDClNA,1.19E-05,0.402,210626,0.75,0.959,2,0.122,-7.358,0.0293,149.941,0.58,2
A Little Less Conversation - JXL Radio Edit Remix,4l2hnfUx0esSbITQa7iJt0,0.000155,0.586,211173,0.935,0.277,4,0.159,-9.386,0.0482,114.997,0.58,2
Spirit In The Sky,7fqhrLJzKHJ0RW32N0y2Gp,0.0939,0.537,242893,0.606,0.00559,2,0.11,-7.048,0.0347,128.73,0.582,2
All in the Suit That You Wear,17Nk1aji6gd26vabky7fMi,1.94E-05,0.429,219573,0.982,0.0185,2,0.312,-2.962,0.0617,122.881,0.583,2
Bleed American,61XspFITuKmAlYdQacNCbF,0.00842,0.438,181493,0.938,1.08E-06,6,0.806,-5.611,0.094,160.212,0.584,2
Somewhere Only We Know,1EwyAL8SdJpIX0M9b1ArAp,0.84,0.472,193750,0.305,0,8,0.142,-11.465,0.0295,165.9,0.584,2
99 Luftballons,6HA97v4wEGQ5TUClRM0XLc,0.089,0.466,233000,0.438,5.62E-06,4,0.113,-12.858,0.0608,193.1,0.587,2
2 Together,1JO1xLtVc8mWhIoE3YaCL0,0.55,0.584,176293,0.367,1.38E-05,6,0.0818,-9.638,0.0328,120.175,0.588,2
Back Where I Belong (feat. Avicii),78W8wiUIlQ2SnWY9TVowKZ,0.0306,0.497,174202,0.865,0.0679,0,0.443,-3.19,0.0644,125.96,0.595,2
Watersong,60kgQtJNMGRaFfzwy18XUY,0.809,0.656,231506,0.102,0.788,4,0.0874,-20.337,0.0373,118.373,0.595,2
California Dreamin',63rva3TBizr6x1Yp5uwKfD,0.628,0.554,157960,0.667,0,1,0.0486,-10.226,0.0342,112.749,0.597,2
Simple Song,70HWRkitkAKfos500LBk0T,0.616,0.631,228480,0.402,0.0114,5,0.0892,-11.125,0.0286,78,0.598,2
Outside,7Cx3kiPstZOSKAqTe3LtEi,0.0925,0.637,238020,0.613,0.425,1,0.156,-7.432,0.0272,127.006,0.598,2
Beautiful Night,4zhRVs7eqgdroy5E3kKEs2,0.000508,0.531,259529,0.892,0.024,7,0.144,-4.54,0.0582,130.133,0.599,2
Don't Stop Me Now - 2011 Mix,7hQJA50XrCWABAu5v6QZ4i,0.0472,0.563,209413,0.865,0.000191,5,0.77,-5.277,0.16,156.271,0.601,2
Chocolate,4WiiRw2PHMNQE0ad6y6GdD,0.000532,0.614,224673,0.938,0,11,0.368,-4.461,0.0611,100.058,0.607,2
comethru,18uwL0vNUanqZH0ro2QcOP,0.607,0.795,181613,0.178,0,0,0.623,-11.991,0.0574,93.982,0.608,2
Dragula,6Nm8h73ycDG2saCnZV8poF,8.74E-05,0.591,222826,0.963,0.000107,0,0.0781,-6.489,0.0531,125.03,0.609,2
Butterfly,4BggEwLhGfrbrl7JBhC8EC,0.00132,0.736,216733,0.811,0.000142,9,0.107,-4.17,0.081,103.502,0.609,2
"You're Gonna Go Far, Kid",7oypoJJHZOALqQlGKpTefk,0.00485,0.547,178333,0.877,0,9,0.247,-5.135,0.0658,126.083,0.611,2
Rusted From the Rain,0tzWCL2uhb2xQDWgG259nU,0.000481,0.431,254613,0.858,7.65E-06,7,0.385,-3.533,0.0306,174.979,0.616,2
Heavy,3vqt0fEt6I52ANHu7mAlIP,0.000919,0.535,177213,0.854,0.00149,1,0.0676,-6.519,0.0368,106.929,0.618,2
The Safety Dance,5O4NFbDqJ8SOfbjnIhdPDt,0.0252,0.524,164866,0.881,0,5,0.101,-4.479,0.0468,101.677,0.62,2
Feeling This,26AYR77170U49cMcXB7aRV,0.103,0.411,172645,0.962,0,4,0.529,-5.952,0.0917,173.143,0.622,2
Hash Pipe,2mPMFJvQ0v27gVqe5b6nDn,0.000121,0.578,186533,0.882,0.479,7,0.284,-6.354,0.044,125.603,0.623,2
Just the Two of Us (feat. Bill Withers),1ko2lVN0vKGUl9zrU0qSlT,0.576,0.803,237106,0.488,0.0609,1,0.0763,-9.303,0.0803,95.771,0.624,2
Tubthumping,6dL46HEj2hzaSach8EFyCi,0.118,0.319,279226,0.881,0,2,0.364,-7.244,0.14,206.941,0.625,2
1999,2H7PHVdQ3mXqEHXcvclTB0,0.137,0.866,379266,0.73,0,5,0.0843,-8.201,0.0767,118.523,0.625,2
Teenage Dirtbag,25FTMokYEbEWHEdss5JLZS,0.346,0.625,241666,0.85,0.000233,4,0.174,-3.904,0.0495,94.661,0.633,2
Edge of Seventeen,2id8E4WvczfKHB4LHI7Np3,0.277,0.59,329680,0.828,5.57E-06,0,0.0868,-6.28,0.0439,111.353,0.636,2
I Would Die 4 U,6fBwVe6udYdnRqwqo06if8,0.0862,0.731,178986,0.75,0.000388,2,0.202,-10.457,0.0321,135.406,0.639,2
Crazy,1vxw6aYJls2oq3gW0DujAo,0.0505,0.855,177466,0.587,0.00714,8,0.105,-4.589,0.0336,111.97,0.64,2
Dancing Through Sunday,4O5GKVbnQ8U9BxYWu0hIug,0.00291,0.555,146666,0.98,0,3,0.279,-2.849,0.0947,114.078,0.643,2
Vagabond,5gDZbPycrRPF5mC4voMg89,0.0888,0.545,301960,0.788,0.0258,11,0.0765,-3.968,0.0281,129.922,0.647,2
I Don't Know (feat. Samuel T. Herring),2rx8InAMTVDeZdkLUWHDmA,0.24,0.389,256040,0.52,0.00467,0,0.337,-8.114,0.0332,134.329,0.654,2
Supermarket,2K1OMOjqHBoJf3NT4J6meQ,0.812,0.588,224727,0.352,0.0564,10,0.126,-9.624,0.0403,146.718,0.655,2
Better Together,4VywXu6umkIQ2OS0m1I79y,0.308,0.868,207680,0.347,2.00E-05,5,0.11,-9.529,0.0536,110.059,0.659,2
Inside the Fire,1xHcapGIorRGVlBnWE7X4N,0.000233,0.463,231573,0.962,0.109,7,0.0906,-6.43,0.0704,94.003,0.66,2
Killing In The Name,59WN2psjkt1tyaxjspN8fp,0.0266,0.466,313573,0.833,0,7,0.0327,-4.215,0.304,88.785,0.661,2
Papercut,1Vej0qeQ3ioKwpI6FUbRv1,0.00022,0.524,184866,0.939,0,9,0.623,-3.994,0.113,150.184,0.661,2
Break Stuff,1rJ1xX2XBC8nesYapeO6Av,0.0108,0.45,166706,0.877,0.000643,8,0.112,-6.676,0.156,108.501,0.663,2
Waiting On the World to Change,5imShWWzwqfAJ9gXFpGAQh,0.159,0.577,201173,0.756,0.000232,2,0.249,-5.82,0.115,176.75,0.663,2
Poem,7mQwxVogsnpR3h6AJLQLlR,0.000104,0.364,189200,0.912,0.0025,7,0.086,-2.968,0.107,105.368,0.666,2
Daar Gaat Ze,7kMPC3vgXk3o9xUP3GWAJ0,0.78,0.639,227906,0.492,0,5,0.117,-8.497,0.0288,87.033,0.666,2
Kiss You All Over - Single Edit,1wHkIswzW9zGCOLDBYbHFL,0.0578,0.696,240383,0.824,8.56E-06,0,0.158,-5.67,0.0538,126.023,0.667,2
Indigo,2qoKkOBw3dAd8AlITOQ2Ca,0.488,0.503,196589,0.504,1.59E-06,0,0.122,-6.843,0.416,85.39,0.67,2
No One Knows,0melIwOKh1JH4RjI1Is10w,0.0329,0.509,278653,0.583,0.000124,0,0.359,-4.902,0.0615,170.886,0.67,2
Like The Way I Do,38TXeCvUUqf3PeoPvnERV6,0.0213,0.591,324760,0.931,0,2,0.122,-4.84,0.0557,101.551,0.673,2
Out Of Control - Pat Vocal Mix,6wCsrMyI3DavGvodBx8A7h,0.00875,0.864,193548,0.742,0.394,1,0.41,-6.117,0.043,124.009,0.689,2
Lovely Day,0ACACkoHUwgfgY5CxVIL4N,0.194,0.693,255066,0.565,0.000175,9,0.0806,-12.583,0.0345,97.937,0.692,2
Groovin,3ktUAf5M4HiCt6n7Zb323H,0.0447,0.845,267152,0.744,0.343,10,0.13,-9.539,0.0567,126,0.694,2
Crawling In The Dark,1eK4KsyjAzr2xJ86Tj5SWa,0.000295,0.592,175026,0.932,7.59E-05,6,0.138,-4.491,0.0885,93.675,0.698,2
Into Black,5d8pKJxoDlYX2SoFR6RCsm,0.463,0.705,208237,0.681,0.839,9,0.123,-8.278,0.0258,114.003,0.707,2
There For You,4Qv71lFPCObf7zol1uWCJb,0.00529,0.533,186493,0.844,8.91E-05,11,0.0722,-5.04,0.0302,123.971,0.712,2
Promise,5mqEL5pgnDCcWtTWpAofIV,0.00791,0.62,176506,0.85,0,9,0.0769,-4.096,0.0327,107.982,0.715,2
Rylan,18IyalmZGqUTwvZStMf7A1,0.403,0.609,223853,0.789,0.0811,11,0.0446,-5.565,0.0468,144.047,0.717,2
War,3h1in20DlO5KaSP1vLED90,0.079,0.641,176652,0.806,0.00158,8,0.0708,-6.281,0.0323,125.987,0.721,2
Gasoline,4e7yuouxvWPbK1q2kVlgz8,4.65E-05,0.478,168560,0.942,0.0336,1,0.061,-2.71,0.08,173.515,0.726,2
Mr. Jones,5DiXcVovI0FcY2s0icWWUu,0.183,0.578,272293,0.817,3.06E-06,0,0.285,-6.542,0.0363,141.621,0.726,2
2 Ending,1qv9TWDpXh50DPLgWD4bnH,0.0973,0.635,218466,0.808,0,9,0.141,-5.026,0.0262,131.377,0.726,2
Still Alive,3Y6wj6dRP3QmgXeV2zCzbn,0.3,0.65,141951,0.912,0.668,11,0.306,-4.278,0.055,126.073,0.729,2
Dani California,10Nmj3JCNoMeBQ87uw5j8k,0.0193,0.556,282160,0.913,8.59E-06,0,0.346,-2.36,0.0437,96.184,0.73,2
Crazy Horses,6LqbJXriVJyqJCd9jYoPqP,0.215,0.512,153173,0.977,0,2,0.343,-4.505,0.0671,120.165,0.731,2
Africa,2374M0fQpWi3dLnB54qaLX,0.257,0.671,295893,0.373,7.95E-05,9,0.0481,-18.064,0.0323,92.717,0.732,2
Smile,79z9QkhHePTFsSeVw9uyj0,0.00143,0.632,196893,0.639,0,5,0.221,-5.938,0.0259,95.506,0.733,2
My Own Worst Enemy,33iv3wnGMrrDugd7GBso1z,0.00129,0.494,169026,0.946,0,4,0.398,-2.757,0.0637,103.408,0.741,2
Up Against (Blackout),7dx3zyB8aQHd2LQm0u1lwS,0.000785,0.549,182533,0.876,0,6,0.288,-3.589,0.0404,146.549,0.741,2
Kiss,62LJFaYihsdVrrkgUOJC05,0.0135,0.898,226240,0.271,0.00138,7,0.0461,-12.238,0.091,111.485,0.742,2
You Get What You Give,32lF1rsInDTdK6Av3KdfaY,0.17,0.621,300773,0.901,0,2,0.0875,-5.396,0.0302,113.967,0.744,2
Send Me on My Way,6hs3SDnbO3f6VQuPO4KBEb,0.114,0.5,263333,0.681,4.01E-05,0,0.139,-9.556,0.0672,119.46,0.745,2
UFOF,0DZfBeJhOPyjhqoaTkE3kZ,0.638,0.623,188413,0.613,0.572,10,0.143,-9.241,0.0309,147.168,0.745,2
Somebody That I Used To Know,1qDrWA6lyx8cLECdZE7TV7,0.548,0.865,244884,0.521,0.000115,0,0.0989,-6.932,0.0371,129.059,0.748,2
Every Way,4xxyCh7xkK30LVBO81poif,0.019,0.879,166211,0.908,2.62E-06,11,0.309,-4.422,0.126,123.036,0.759,2
cry on airplanes,1elEZGOMFRU5n7bnOtUaqi,0.548,0.763,226000,0.372,0.000638,5,0.116,-7.07,0.0683,85.01,0.76,2
Bennie And The Jets - Remastered 2014,3iJxloILmOu2NIRZ0OGyui,0.251,0.666,322548,0.668,5.77E-06,0,0.499,-7.961,0.0523,132.666,0.765,2
Afraid of Heights,0P44AUPRzaIAHNWquN0fGR,0.000168,0.543,225680,0.991,1.31E-05,9,0.374,-2.78,0.0668,150.031,0.766,2
Renegades Of Funk,5YBVDvTSSSiqv7KZDeUlXA,0.00184,0.651,274160,0.908,0.000579,2,0.384,-4.019,0.0577,123.851,0.769,2
The Boys Are Back In Town,2iAq1y8jEVOQM6OA8L0XtO,0.242,0.319,266720,0.712,0.000414,8,0.294,-9.742,0.0535,78.114,0.773,2
Over My Head (Better Off Dead),3SO0vfryYv381w1ImgWONG,0.00222,0.44,149306,0.919,0.00503,7,0.0892,-4.462,0.0735,184.324,0.773,2
Everyday People,7lL2lMWNtzOcf5HnEudNgn,0.245,0.813,139506,0.619,0.0151,7,0.113,-8.203,0.0294,114.58,0.774,2
Clap Your Hands,18cST7DK31Ab2rTH1POP6A,0.000532,0.699,238466,0.87,0.0219,0,0.359,-4.925,0.0546,120.033,0.778,2
Cold Nights,1q3AoLCoawd8Gpm9wP7sHi,0.321,0.941,189813,0.421,9.34E-05,11,0.0967,-7.918,0.0583,107.011,0.787,2
The Joker,1bp2IO61zbQrbWNmKKxg3f,0.365,0.596,264503,0.448,5.30E-06,5,0.206,-9.616,0.0396,83.293,0.796,2
Like The First Time - House Mix,5ABnK6bOqbsIRVsrc1UBOt,0.00481,0.775,209000,0.876,0.0536,0,0.661,-9.58,0.0383,123.979,0.797,2
Me and Julio Down by the Schoolyard,6vxHp3CDNo0afgKGp2yi1E,0.237,0.626,164813,0.816,1.80E-06,9,0.104,-10.593,0.13,105.33,0.798,2
Ashes to Ashes,2lJa0SY7vZpvJ7QDFanOuZ,0.186,0.696,310226,0.871,0.0282,1,0.173,-6.482,0.0357,118.938,0.8,2
Get Up Offa That Thing,0nyrltZrQGAJMBZc1bYvuQ,0.225,0.883,250200,0.664,2.30E-06,4,0.941,-10.395,0.411,118.104,0.8,2
Come On Eileen,5uzNa0SBGOe5pPnstWHMCt,0.413,0.466,273720,0.615,0,0,0.343,-9.102,0.0492,108.016,0.812,2
Fire in Cairo,71Znjl8mUrHfSg38OQU8bb,0.379,0.587,209052,0.713,0.439,1,0.332,-8.858,0.0268,130.05,0.816,2
no song without you,3KKUf8F2hktFscLgbH4YwR,0.463,0.778,161536,0.462,0.583,0,0.11,-12.729,0.0359,105.45,0.817,2
Geno - 2000 Remaster,7gb626DDDHoiuVAGZEnlJk,0.688,0.481,207226,0.6,0.00633,6,0.963,-8.722,0.0801,124.637,0.818,2
Inside Of You,6okaxit4V1bU6yIVVsP836,0.000203,0.435,188800,0.884,0,2,0.0876,-3.468,0.0392,201.773,0.82,2
Fascination,4uqNn56KFQ7NtJ35xWZKvf,0.000285,0.491,181666,0.831,7.88E-05,6,0.0761,-5.321,0.0349,193.968,0.828,2
Only You,2ZaYFNn1YQuLSVdHhanr4Q,0.362,0.545,149013,0.255,1.77E-05,8,0.0841,-14.844,0.0311,98.088,0.831,2
Two Princes,4ePP9So5xRzspjLFVVbj90,0.00162,0.543,256733,0.912,2.10E-06,7,0.0565,-10.71,0.0601,103.731,0.836,2
Miss You - Remastered,5pTWpY8l7B1XcQnijEFGFj,0.443,0.795,288666,0.71,0.0215,9,0.344,-4.746,0.0392,109.689,0.845,2
Come Out And Play (Keep ‘Em Separated),0Yb5Kfpf3boElZNa61wPdJ,0.0535,0.476,197800,0.856,6.75E-06,7,0.0846,-3.764,0.161,158.671,0.847,2
Duck And Run,0s8OsDxW96cl290PcsI2mX,0.0149,0.524,230600,0.919,7.05E-05,4,0.131,-5.505,0.0436,87.931,0.848,2
To the Moon,65AABj5XsDcxGT92w3jK0o,0.356,0.703,170021,0.352,0.00378,4,0.0715,-14.859,0.0428,108.003,0.85,2
Should I Stay or Should I Go - Remastered,3v8PlUFGQQDBIk1J86waCo,0.0838,0.742,188240,0.844,0,2,0.418,-6.441,0.111,113.371,0.85,2
How Bizarre,6RT3PxDEQOa7m6tK502DNa,0.261,0.784,224053,0.675,1.40E-06,0,0.293,-7.718,0.049,124.908,0.854,2
Down On The Corner,4YMLW13PuuO7o3jkIWlKAs,0.594,0.831,166280,0.544,0.00389,0,0.0736,-9.288,0.0837,108.177,0.856,2
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,2Foc5Q5nqNiosCNqttzHof,0.0426,0.794,248413,0.811,1.07E-06,6,0.101,-8.966,0.038,116.047,0.862,2
Superstition,4dwrL3Z5U2RZ6MZiKE2PgL,0.0182,0.648,244826,0.751,0.000401,8,0.0418,-8.582,0.0806,100.437,0.863,2
Lonely Boy,6wGMLoEqD2k3RBXFHD0yUp,0.0386,0.588,264893,0.598,5.83E-05,9,0.107,-13.288,0.0296,123.724,0.866,2
I Was Made For Lovin' You,2ZSCy3P1QzpJySCWA6NRIU,0.213,0.768,271240,0.852,7.45E-05,4,0.0723,-6.215,0.038,128.374,0.867,2
Message In A Bottle - Remastered 2003,3bN4tg6rnNPy9GCkGhym4T,0.0338,0.577,290280,0.808,1.33E-05,1,0.221,-7.04,0.039,151.008,0.869,2
Smooth Criminal,2T3blUc9Jnui2a0ZhuNOag,0.00287,0.653,209266,0.966,0.0026,9,0.143,-4.236,0.0598,126.921,0.874,2
Polyamorous,1OvDGGu8KDbchlJTlM48Mr,0.000132,0.544,176946,0.895,0.107,1,0.147,-6.207,0.0522,98.128,0.875,2
Take on Me,2WfaOiMkCvy7F5fcp2zZ8L,0.018,0.573,225280,0.902,0.00125,6,0.0928,-7.638,0.054,84.412,0.876,2
Don't Stop,4SXU3lUZ1eb4JWWbkQw43Y,0.0398,0.686,192133,0.632,2.20E-06,9,0.0686,-11.433,0.0353,118.965,0.88,2
Paralyzer,6k1njNBYUIQgWJLG4ed26y,0.159,0.646,208106,0.938,0,11,0.235,-3.453,0.0448,106.029,0.888,2
Good Times,0G3fbPbE1vGeABDEZF0jeG,0.149,0.87,495400,0.657,0.0102,2,0.053,-7.32,0.0522,110.596,0.893,2
My Sharona,1HOMkjp0nHMaTnfAkslCQj,0.0589,0.586,295400,0.7,0.00125,0,0.0318,-9.558,0.0363,147.245,0.897,2
It's Goin' Down (feat. Mike Shinoda & Mr. Hahn),6Xb5klX1nnSUxoh2AyZd54,0.00165,0.674,248573,0.89,0.0136,8,0.0465,-3.953,0.274,104.862,0.9,2
Just Can't Get Enough - Live in Hammersmith,5LAdBsIfjzAsusjc6WSLmH,0.0082,0.653,335466,0.975,0.5,0,0.678,-9.071,0.0409,126.919,0.911,2
Listen to the Music,7Ar4G7Ci11gpt6sfH9Cgz5,0.221,0.645,227266,0.598,3.53E-06,1,0.0721,-13.18,0.0335,105.929,0.913,2
Don't You (Forget About Me) - Remastered,0A4PZuepTcIQVvA5m7R0M1,0.00398,0.602,263973,0.784,0.0852,11,0.0931,-7.976,0.0313,133.019,0.918,2
What I Like About You,6NdcSEhpGGAYXNnnhGS2s6,0.319,0.542,175400,0.915,5.34E-05,9,0.171,-9.637,0.0549,159.81,0.92,2
Groove Is in the Heart,2UVLuddklEVak5PXgC7baA,0.0153,0.694,231786,0.881,0.0196,1,0.0851,-4.053,0.0701,121.554,0.924,2
Dance Little Sister,4o9Kj7onklt6xbYl3jVArp,0.161,0.722,234640,0.696,0,2,0.0755,-11.095,0.0901,115.397,0.93,2
Easy Lover,7INi4pMPG4IE0Smx5y4KVf,0.0674,0.749,304506,0.699,0.00192,1,0.0763,-13.108,0.0371,128.904,0.935,2
Twist And Shout - Remastered 2009,5ZBeML7Lf3FMEVviTyvi8l,0.641,0.482,155226,0.849,7.74E-06,2,0.0414,-9.198,0.0452,124.631,0.937,2
Brimful of Asha - Norman Cook Remix,5BegkNkGXa6TUobnxy5LFL,0.18,0.663,238933,0.957,0,11,0.348,-2.823,0.0584,125.678,0.937,2
Wrong Way,6uUqBB6wXrcIJWssTRfIYE,0.0655,0.663,136360,0.671,0,9,0.107,-6.103,0.0395,74.453,0.955,2
Late in the Evening,2h23bjG8B3bcD47HBu6bHG,0.199,0.72,242706,0.88,0.0246,5,0.0865,-8.988,0.0406,118.623,0.961,2
Stuck In The Middle With You,1b7LMtXCXGc2EwOIplI35z,0.0934,0.795,203893,0.564,0.000531,7,0.0631,-10.482,0.0392,124.166,0.961,2
Every Kinda People,5jkUfQV3wlplyoz0PUja09,0.248,0.631,199200,0.547,0.000119,6,0.0523,-12.626,0.036,94.533,0.962,2
Why Can't We Be Friends?,413T0g8pNNXYX6t5RqHvx7,0.19,0.776,230066,0.714,0,10,0.506,-9.044,0.0388,92.448,0.962,2
Pumped Up Kicks,7w87IxuO7BDcJ3YUqCyMTT,0.145,0.733,239600,0.71,0.115,5,0.0956,-5.849,0.0292,127.975,0.965,2
Teardrops - Single Version,5HiKQLlJ3LAuz8J9yHB0HX,0.037,0.879,230573,0.693,0.119,11,0.18,-10.577,0.046,133.231,0.966,2
Kiss On My List - Remastered,3Jrf9MHZZWx3cXBeMkZWUu,0.138,0.806,261200,0.847,0.00157,0,0.067,-4.47,0.0319,121.718,0.97,2
Start Me Up - Remastered,7HKez549fwJQDzx3zLjHKC,0.0436,0.631,213066,0.932,0.137,5,0.0918,-4.142,0.0354,122.429,0.971,2
Driver's Seat,0fJFBbpUxTwjhh1ScBQjeX,0.0186,0.754,240746,0.804,0.0604,11,0.207,-7.189,0.0368,132.967,0.972,2
Talking In Your Sleep,7fRvtXvJMpGfTLdF0M09a1,0.0289,0.72,235093,0.967,0.000345,9,0.142,-4.434,0.0343,129.766,0.977,2
